model_key,provider,model_name,case_id,query,tags,parse_success,timed_out,error,latency_ms,keywords_pred,date_from_pred,date_to_pred,time_from_pred,time_to_pred,predicted_urls,expected_keywords,expected_date_from,expected_date_to,expected_time_from,expected_time_to,expected_relevant_urls
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002A,hey any audience national events on 2026-04-01?,noisy|topic|date,1,0,,2973.469,audience|national,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/21/196863/|https://unl.campuslabs.com/engage/event/12052902|https://events.unl.edu/2026/04/30/198773/|https://unl.campuslabs.com/engage/event/12362927|https://unl.campuslabs.com/engage/event/12363478|https://unl.campuslabs.com/engage/event/11380667|https://unl.campuslabs.com/engage/event/12416352|https://events.unl.edu/2026/04/22/199205/|https://events.unl.edu/2026/04/30/199207/|https://unl.campuslabs.com/engage/event/12416278,audience|national|theatre,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002B,need audience national 2026-04-01 around 19:15,noisy|topic|date|time,1,0,,3559.987,audience|national|meeting|gathering|convention|exhibition|festival|celebration|party|get-together|social|community|public|people|crowd|masses|multitude,2026-04-01,2026-04-30,19:00,20:00,https://unl.campuslabs.com/engage/event/12418327|https://events.unl.edu/2026/04/24/199185/|https://unl.campuslabs.com/engage/event/12026669|https://unl.campuslabs.com/engage/event/12416352|https://unl.campuslabs.com/engage/event/12026670|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12302854|https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/26/197326/|https://unl.campuslabs.com/engage/event/12425477,audience|national|theatre,2026-04-01,2026-04-01,19:15,21:15,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002B,need audience national 2026-04-01 around 19:15,noisy|topic|date|time,1,0,,3449.316,audience|national|meeting|gathering|convention|exhibition|festival|celebration|cultural|community|public|people|group|organization|association|society,2026-04-01,2026-04-30,19:00,20:00,https://unl.campuslabs.com/engage/event/12302854|https://unl.campuslabs.com/engage/event/12425477|https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/26/197326/|https://events.unl.edu/2026/04/24/199185/|https://unl.campuslabs.com/engage/event/12026669|https://unl.campuslabs.com/engage/event/12416352|https://unl.campuslabs.com/engage/event/12026670|https://unl.campuslabs.com/engage/event/12418327,audience|national|theatre,2026-04-01,2026-04-01,19:15,21:15,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002B,need audience national 2026-04-01 around 19:15,noisy|topic|date|time,1,0,,3655.453,audience|national|meeting|gathering|convention|exhibition|festival|celebration|cultural|community|public|people|group|organization|association|society,2026-04-01,2026-04-30,19:00,19:15,https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/24/199185/|https://unl.campuslabs.com/engage/event/12026669|https://unl.campuslabs.com/engage/event/12026670|https://events.unl.edu/2026/04/23/199265/|https://events.unl.edu/2026/04/23/199232/|https://events.unl.edu/2026/04/23/198330/|https://events.unl.edu/2026/04/26/198764/|https://events.unl.edu/2026/04/30/198330/,audience|national|theatre,2026-04-01,2026-04-01,19:15,21:15,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002C,LOOKING FOR AUDIENCE NATIONAL EVENT,noisy|topic,1,0,,3915.622,audience|national|concert|festival|gathering|meeting|conference|symposium|seminar|workshop|exhibition|fair|presentation|speech|panel|forum|summit|assembly|convention|trade show|expo,2026-04-30,2026-04-30,,,https://unl.campuslabs.com/engage/event/12004161|https://unl.campuslabs.com/engage/event/12131717|https://unl.campuslabs.com/engage/event/12086998|https://events.unl.edu/2026/04/30/198773/|https://unl.campuslabs.com/engage/event/12173131|https://unl.campuslabs.com/engage/event/12028390|https://unl.campuslabs.com/engage/event/11925238|https://unl.campuslabs.com/engage/event/12080932|https://events.unl.edu/2026/04/30/199207/|https://events.unl.edu/2026/04/30/195935/,audience|national|theatre,,,,,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002C,LOOKING FOR AUDIENCE NATIONAL EVENT,noisy|topic,1,0,,4085.756,audience|national|concert|festival|gathering|meeting|conference|symposium|seminar|workshop|panel|presentation|exhibition|fair|performance|program|schedule|calendar|planning|organization|coordination|participation|attendance|engagement|involvement,2026-04-30,2026-04-30,,,https://events.unl.edu/2026/04/30/190663/|https://unl.campuslabs.com/engage/event/12110573|https://unl.campuslabs.com/engage/event/12004161|https://unl.campuslabs.com/engage/event/12131717|https://unl.campuslabs.com/engage/event/12086998|https://events.unl.edu/2026/04/30/198773/|https://unl.campuslabs.com/engage/event/12173131|https://unl.campuslabs.com/engage/event/12028390|https://unl.campuslabs.com/engage/event/11925238|https://unl.campuslabs.com/engage/event/12080932,audience|national|theatre,,,,,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-002C,LOOKING FOR AUDIENCE NATIONAL EVENT,noisy|topic,1,0,,4069.384,audience|national|concert|festival|gathering|meeting|conference|symposium|seminar|workshop|panel|presentation|exhibition|fair|performance|program|schedule|calendar|planning|organization|coordination|participation|attendance|engagement|involvement,2026-04-30,2026-04-30,,,https://events.unl.edu/2026/04/30/190663/|https://unl.campuslabs.com/engage/event/12110573|https://unl.campuslabs.com/engage/event/12004161|https://unl.campuslabs.com/engage/event/12131717|https://unl.campuslabs.com/engage/event/12086998|https://events.unl.edu/2026/04/30/198773/|https://unl.campuslabs.com/engage/event/12173131|https://unl.campuslabs.com/engage/event/12028390|https://unl.campuslabs.com/engage/event/11925238|https://unl.campuslabs.com/engage/event/12080932,audience|national|theatre,,,,,https://events.unl.edu/2026/04/01/197180/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003A,hey any dma colton events on 2026-04-01?,noisy|topic|date,1,0,,3036.189,colton|dma|hey,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/21/197216/|https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/24/198305/|https://events.unl.edu/2026/04/29/198787/|https://unl.campuslabs.com/engage/event/12396213|https://unl.campuslabs.com/engage/event/12084446|https://unl.campuslabs.com/engage/event/11429017|https://unl.campuslabs.com/engage/event/12408460|https://unl.campuslabs.com/engage/event/11429018,dma|colton|schaefer,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003A,hey any dma colton events on 2026-04-01?,noisy|topic|date,1,0,,3025.215,colton|dma|hey,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/21/197216/|https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/24/198305/|https://events.unl.edu/2026/04/29/198787/|https://unl.campuslabs.com/engage/event/12396213|https://unl.campuslabs.com/engage/event/12084446|https://unl.campuslabs.com/engage/event/11429017|https://unl.campuslabs.com/engage/event/12408460|https://unl.campuslabs.com/engage/event/11429018,dma|colton|schaefer,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003A,hey any dma colton events on 2026-04-01?,noisy|topic|date,1,0,,3056.600,colton|dma|hey,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/21/197216/|https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/24/198305/|https://events.unl.edu/2026/04/29/198787/|https://unl.campuslabs.com/engage/event/12396213|https://unl.campuslabs.com/engage/event/12084446|https://unl.campuslabs.com/engage/event/11429017|https://unl.campuslabs.com/engage/event/12408460|https://unl.campuslabs.com/engage/event/11429018,dma|colton|schaefer,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003B,need dma colton 2026-04-01 around 19:30,noisy|topic|date|time,1,0,,3925.390,need|dma|colton|food|music|volunteer|service|community|outreach|nonprofit,2026-04-01,2026-04-30,19:00,20:00,https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/24/199185/|https://events.unl.edu/2026/04/22/198681/|https://events.unl.edu/2026/04/23/198682/|https://events.unl.edu/2026/04/24/198683/|https://events.unl.edu/2026/04/25/198684/|https://events.unl.edu/2026/04/28/198995/|https://unl.campuslabs.com/engage/event/12418327|https://events.unl.edu/2026/04/23/199265/,dma|colton|schaefer,2026-04-01,2026-04-01,19:30,21:30,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003B,need dma colton 2026-04-01 around 19:30,noisy|topic|date|time,1,0,,3274.515,need|dma|colton|food|music|volunteer|service|community|outreach|nonprofit,2026-04-01,2026-04-30,19:00,20:00,https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/24/199185/|https://events.unl.edu/2026/04/22/198681/|https://events.unl.edu/2026/04/23/198682/|https://events.unl.edu/2026/04/24/198683/|https://events.unl.edu/2026/04/25/198684/|https://events.unl.edu/2026/04/28/198995/|https://unl.campuslabs.com/engage/event/12418327|https://events.unl.edu/2026/04/23/199265/,dma|colton|schaefer,2026-04-01,2026-04-01,19:30,21:30,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003B,need dma colton 2026-04-01 around 19:30,noisy|topic|date|time,1,0,,3264.226,need|dma|colton|food|music|volunteer|service|community|outreach|nonprofit,2026-04-01,2026-04-30,19:00,20:00,https://unl.campuslabs.com/engage/event/12378390|https://unl.campuslabs.com/engage/event/12378425|https://events.unl.edu/2026/04/24/199185/|https://events.unl.edu/2026/04/22/198681/|https://events.unl.edu/2026/04/23/198682/|https://events.unl.edu/2026/04/24/198683/|https://events.unl.edu/2026/04/25/198684/|https://events.unl.edu/2026/04/28/198995/|https://unl.campuslabs.com/engage/event/12418327|https://events.unl.edu/2026/04/23/199265/,dma|colton|schaefer,2026-04-01,2026-04-01,19:30,21:30,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003C,LOOKING FOR DMA COLTON EVENT,noisy|topic,1,0,,3065.382,dma|colton,2026-04-30,2026-04-30,,,,dma|colton|schaefer,,,,,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003C,LOOKING FOR DMA COLTON EVENT,noisy|topic,1,0,,3004.284,dma|colton,2026-04-30,2026-04-30,,,,dma|colton|schaefer,,,,,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-003C,LOOKING FOR DMA COLTON EVENT,noisy|topic,1,0,,3046.716,dma|colton,2026-04-30,2026-04-30,,,,dma|colton|schaefer,,,,,https://events.unl.edu/2026/04/01/197709/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004A,hey any house observatory events on 2026-04-01?,noisy|topic|date,1,0,,3261.532,house|observatory|astronomy|stargazing|planetarium|space|university|campus,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/22/196703/|https://unl.campuslabs.com/engage/event/12434933|https://events.unl.edu/2026/04/22/198927/|https://events.unl.edu/2026/04/26/196305/|https://events.unl.edu/2026/04/29/196171/|https://unl.campuslabs.com/engage/event/11952649|https://events.unl.edu/2026/04/22/199288/|https://unl.campuslabs.com/engage/event/12436325|https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/,house|observatory,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004A,hey any house observatory events on 2026-04-01?,noisy|topic|date,1,0,,3004.713,house|observatory,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/22/196703/|https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/|https://unl.campuslabs.com/engage/event/12434933|https://events.unl.edu/2026/04/21/198812/|https://events.unl.edu/2026/04/22/198967/|https://events.unl.edu/2026/04/22/199288/|https://events.unl.edu/2026/04/22/198721/|https://events.unl.edu/2026/04/29/198787/|https://events.unl.edu/2026/04/29/198721/,house|observatory,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004A,hey any house observatory events on 2026-04-01?,noisy|topic|date,1,0,,3010.836,house|observatory,2026-04-01,2026-04-30,,,https://events.unl.edu/2026/04/22/196703/|https://events.unl.edu/2026/04/22/198261/|https://events.unl.edu/2026/04/29/198261/|https://unl.campuslabs.com/engage/event/12434933|https://events.unl.edu/2026/04/21/198812/|https://events.unl.edu/2026/04/22/198967/|https://events.unl.edu/2026/04/22/199288/|https://events.unl.edu/2026/04/22/198721/|https://events.unl.edu/2026/04/29/198787/|https://events.unl.edu/2026/04/29/198721/,house|observatory,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004B,need house observatory 2026-04-01 around 21:00,noisy|topic|date|time,1,0,,3788.197,house|observatory|need|home|residence|dwelling|abode|mansion|castle|villa|condo|apartment|flat|pad|shelter|accommodation,2026-04-01,2026-04-30,21:00,,https://events.unl.edu/2026/04/22/196703/|https://unl.campuslabs.com/engage/event/11380667|https://unl.campuslabs.com/engage/event/12370365|https://unl.campuslabs.com/engage/event/12428612|https://unl.campuslabs.com/engage/event/12419315,house|observatory,2026-04-01,2026-04-01,21:00,23:00,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004B,need house observatory 2026-04-01 around 21:00,noisy|topic|date|time,1,0,,3761.021,house|observatory|need|home|residence|dwelling|abode|mansion|villa|condo|apartment|flat|pad|shelter|accommodation|lodging|housing|real estate|property,2026-04-01,2026-04-30,21:00,,https://events.unl.edu/2026/04/22/196703/|https://unl.campuslabs.com/engage/event/11380667|https://events.unl.edu/2026/04/28/199251/|https://unl.campuslabs.com/engage/event/12370365|https://unl.campuslabs.com/engage/event/12428612|https://unl.campuslabs.com/engage/event/12419315,house|observatory,2026-04-01,2026-04-01,21:00,23:00,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004B,need house observatory 2026-04-01 around 21:00,noisy|topic|date|time,1,0,,3522.433,house|observatory|need|home|residence|dwelling|abode|mansion|villa|condo|apartment|flat|pad|shelter|accommodation|lodging|housing|real estate,2026-04-01,2026-04-30,21:00,,https://events.unl.edu/2026/04/22/196703/|https://unl.campuslabs.com/engage/event/11380667|https://events.unl.edu/2026/04/28/199251/|https://unl.campuslabs.com/engage/event/12370365|https://unl.campuslabs.com/engage/event/12428612|https://unl.campuslabs.com/engage/event/12419315,house|observatory,2026-04-01,2026-04-01,21:00,23:00,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004C,LOOKING FOR HOUSE OBSERVATORY EVENT,noisy|topic,1,0,,3458.317,house|observatory|astronomy|stargazing|space|university|campus|community|outreach|nonprofit|volunteer|service|science|education,2026-04-30,2026-04-30,,,https://unl.campuslabs.com/engage/event/12110573|https://unl.campuslabs.com/engage/event/11901082|https://unl.campuslabs.com/engage/event/12080932|https://events.unl.edu/2026/04/30/199209/|https://events.unl.edu/2026/04/30/190663/|https://events.unl.edu/2026/04/30/190101/|https://events.unl.edu/2026/04/30/198743/|https://unl.campuslabs.com/engage/event/12004161|https://unl.campuslabs.com/engage/event/12173131|https://events.unl.edu/2026/04/30/199207/,house|observatory,,,,,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004C,LOOKING FOR HOUSE OBSERVATORY EVENT,noisy|topic,1,0,,3235.968,house|observatory|astronomy|stargazing|space|university|campus|community|outreach,2026-04-30,2026-04-30,,,https://events.unl.edu/2026/04/30/190663/|https://unl.campuslabs.com/engage/event/12110573|https://events.unl.edu/2026/04/30/199209/|https://events.unl.edu/2026/04/30/190101/|https://events.unl.edu/2026/04/30/198743/|https://unl.campuslabs.com/engage/event/12173131|https://unl.campuslabs.com/engage/event/11901082|https://events.unl.edu/2026/04/30/197926/|https://events.unl.edu/2026/04/30/191198/|https://events.unl.edu/2026/04/30/198813/,house|observatory,,,,,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-004C,LOOKING FOR HOUSE OBSERVATORY EVENT,noisy|topic,1,0,,3202.738,house|observatory|astronomy|stargazing|space|university|campus|community|outreach,2026-04-30,2026-04-30,,,https://events.unl.edu/2026/04/30/190663/|https://unl.campuslabs.com/engage/event/12110573|https://events.unl.edu/2026/04/30/199209/|https://events.unl.edu/2026/04/30/190101/|https://events.unl.edu/2026/04/30/198743/|https://unl.campuslabs.com/engage/event/12173131|https://unl.campuslabs.com/engage/event/11901082|https://events.unl.edu/2026/04/30/197926/|https://events.unl.edu/2026/04/30/191198/|https://events.unl.edu/2026/04/30/198813/,house|observatory,,,,,https://events.unl.edu/2026/04/01/196699/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-005A,hey any last day events on 2026-04-01?,noisy|topic|date,1,0,,3017.587,last day|2026-04-01,2026-04-01,2026-04-30,,,,last|day|apply,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/196201/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-005A,hey any last day events on 2026-04-01?,noisy|topic|date,1,0,,3504.832,last day|day|party|celebration|gathering|meeting|get together|reunion|social|fun|entertainment|activity|happening,2026-04-01,2026-04-30,,,https://unl.campuslabs.com/engage/event/12274227|https://unl.campuslabs.com/engage/event/12086997|https://unl.campuslabs.com/engage/event/12086998|https://unl.campuslabs.com/engage/event/12052902|https://unl.campuslabs.com/engage/event/11984960|https://events.unl.edu/2026/04/20/198945/|https://unl.campuslabs.com/engage/event/11429017|https://unl.campuslabs.com/engage/event/11977941|https://unl.campuslabs.com/engage/event/11429018|https://unl.campuslabs.com/engage/event/12401781,last|day|apply,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/196201/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-005A,hey any last day events on 2026-04-01?,noisy|topic|date,1,0,,3506.060,last day|day|party|celebration|gathering|meeting|get together|reunion|social|fun|entertainment|activity|happening,2026-04-01,2026-04-30,,,https://unl.campuslabs.com/engage/event/12274227|https://unl.campuslabs.com/engage/event/12086997|https://unl.campuslabs.com/engage/event/12086998|https://unl.campuslabs.com/engage/event/12052902|https://unl.campuslabs.com/engage/event/11984960|https://events.unl.edu/2026/04/20/198945/|https://unl.campuslabs.com/engage/event/11429017|https://unl.campuslabs.com/engage/event/11977941|https://unl.campuslabs.com/engage/event/11429018|https://unl.campuslabs.com/engage/event/12401781,last|day|apply,2026-04-01,2026-04-01,,,https://events.unl.edu/2026/04/01/196201/
ollama:llama3:latest,ollama,llama3:latest,RIG-RBS-005B,need last day 2026-04-01 around 23:55,noisy|topic|date|time,1,0,,3128.197,last|day|need|23:55,2026-04-01,2026-04-30,23:00,23:59,https://unl.campuslabs.com/engage/event/12417277|https://unl.campuslabs.com/engage/event/11934016|https://unl.campuslabs.com/engage/event/12086925|https://unl.campuslabs.com/engage/event/12004075|https://unl.campuslabs.com/engage/event/11934018|https://unl.campuslabs.com/engage/event/12428612|https://unl.campuslabs.com/engage/event/12086926,last|day|apply,2026-04-01,2026-04-01,23:55,23:59,https://events.unl.edu/2026/04/01/196201/
